order_id,timestamp,restaurant_id,customer_id,order_type,items,total_amount,payment_method,order_status,created_at
ORD-20250831-825970,2025-08-31T15:05:45.407466,REST-DXB-002,CUST-10375,delivery,"[{""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 15.09, ""subtotal"": 30.18}]",30.18,card,delivered,2025-08-31T15:05:45.407466
ORD-20250831-846041,2025-08-31T15:17:05.407466,REST-DXB-002,CUST-10007,takeaway,"[{""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 9.79, ""subtotal"": 19.58}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 50.78, ""subtotal"": 101.56}]",121.14,cash,completed,2025-08-31T15:17:05.407466
ORD-20250831-810347,2025-08-31T16:27:01.407466,REST-SHJ-001,CUST-10061,delivery,"[{""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 20.45, ""subtotal"": 40.9}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 17.49, ""subtotal"": 34.98}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 47.51, ""subtotal"": 95.02}]",170.9,card,delivered,2025-08-31T16:27:01.407466
ORD-20250831-193365,2025-08-31T16:27:26.407466,REST-DXB-001,CUST-10352,dine_in,"[{""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 14.49, ""subtotal"": 28.98}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 17.61, ""subtotal"": 52.83}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 17.94, ""subtotal"": 53.82}]",135.63,cash,completed,2025-08-31T16:27:26.407466
ORD-20250831-383405,2025-08-31T17:00:30.407466,REST-DXB-001,CUST-10179,dine_in,"[{""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 12.33, ""subtotal"": 24.66}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 14.49, ""subtotal"": 28.98}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 64.91, ""subtotal"": 64.91}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 21.18, ""subtotal"": 42.36}]",160.91,cash,completed,2025-08-31T17:00:30.407466
ORD-20250831-188884,2025-08-31T17:28:10.407466,REST-AUH-001,CUST-10492,delivery,"[{""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 11.72, ""subtotal"": 35.16}, {""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 53.4, ""subtotal"": 53.4}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 47.19, ""subtotal"": 47.19}]",135.75,cash,completed,2025-08-31T17:28:10.407466
ORD-20250831-435687,2025-08-31T17:47:48.407466,REST-SHJ-001,CUST-10005,dine_in,"[{""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 8.88, ""subtotal"": 26.64}, {""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 43.68, ""subtotal"": 43.68}]",70.32,card,completed,2025-08-31T17:47:48.407466
ORD-20250831-158162,2025-08-31T18:04:19.407466,REST-DXB-001,CUST-10095,takeaway,"[{""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 39.3, ""subtotal"": 117.9}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 44.3, ""subtotal"": 44.3}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 11.52, ""subtotal"": 34.56}]",196.76,wallet,completed,2025-08-31T18:04:19.407466
ORD-20250831-941609,2025-08-31T18:06:06.407466,REST-SHJ-001,CUST-10236,delivery,"[{""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 8.88, ""subtotal"": 8.88}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 48.79, ""subtotal"": 97.58}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 38.0, ""subtotal"": 114.0}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 9.93, ""subtotal"": 29.79}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 43.09, ""subtotal"": 129.27}]",379.52,cash,delivered,2025-08-31T18:06:06.407466
ORD-20250831-197638,2025-08-31T18:06:13.407466,REST-DXB-002,CUST-10472,takeaway,"[{""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 12.57, ""subtotal"": 37.71}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 33.35, ""subtotal"": 100.05}, {""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 19.2, ""subtotal"": 57.6}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 9.25, ""subtotal"": 27.75}]",223.11,card,completed,2025-08-31T18:06:13.407466
ORD-20250831-658307,2025-08-31T18:19:21.407466,REST-DXB-001,CUST-10123,delivery,"[{""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 8.04, ""subtotal"": 16.08}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 54.29, ""subtotal"": 54.29}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 18.8, ""subtotal"": 56.4}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 40.95, ""subtotal"": 122.85}]",249.62,cash,completed,2025-08-31T18:19:21.407466
ORD-20250831-327257,2025-08-31T18:19:49.407466,REST-AUH-002,CUST-10373,delivery,"[{""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 22.84, ""subtotal"": 22.84}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 15.06, ""subtotal"": 45.18}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 17.72, ""subtotal"": 53.16}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 35.24, ""subtotal"": 105.72}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 45.37, ""subtotal"": 136.11}]",363.01,wallet,delivered,2025-08-31T18:19:49.407466
ORD-20250831-832665,2025-08-31T18:22:06.407466,REST-DXB-002,CUST-10448,takeaway,"[{""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 45.96, ""subtotal"": 45.96}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 17.82, ""subtotal"": 17.82}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 7.7, ""subtotal"": 23.1}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 12.57, ""subtotal"": 25.14}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 50.78, ""subtotal"": 50.78}]",162.8,cash,completed,2025-08-31T18:22:06.407466
ORD-20250831-801288,2025-08-31T18:23:14.407466,REST-DXB-001,CUST-10459,dine_in,"[{""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 21.18, ""subtotal"": 63.54}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 18.8, ""subtotal"": 37.6}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 33.44, ""subtotal"": 33.44}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 12.33, ""subtotal"": 24.66}]",159.24,wallet,completed,2025-08-31T18:23:14.407466
ORD-20250831-179685,2025-08-31T19:37:46.407466,REST-DXB-001,CUST-10058,takeaway,"[{""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 45.95, ""subtotal"": 45.95}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 14.86, ""subtotal"": 14.86}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 33.44, ""subtotal"": 33.44}]",94.25,cash,completed,2025-08-31T19:37:46.407466
ORD-20250831-115676,2025-08-31T19:42:53.407466,REST-DXB-001,CUST-10453,delivery,"[{""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 40.95, ""subtotal"": 81.9}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 48.32, ""subtotal"": 144.96}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 18.13, ""subtotal"": 18.13}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 17.61, ""subtotal"": 17.61}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 21.18, ""subtotal"": 42.36}]",304.96,card,completed,2025-08-31T19:42:53.407466
ORD-20250831-411595,2025-08-31T20:02:23.407466,REST-DXB-001,CUST-10392,dine_in,"[{""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 54.29, ""subtotal"": 162.87}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 18.8, ""subtotal"": 18.8}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 33.44, ""subtotal"": 66.88}]",248.55,cash,completed,2025-08-31T20:02:23.407466
ORD-20250831-925034,2025-08-31T20:05:24.407466,REST-AUH-001,CUST-10254,takeaway,"[{""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 11.78, ""subtotal"": 23.56}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 9.91, ""subtotal"": 9.91}, {""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 40.97, ""subtotal"": 81.94}]",115.41,cash,delivered,2025-08-31T20:05:24.407466
ORD-20250831-848945,2025-08-31T20:08:07.407466,REST-AUH-002,CUST-10006,dine_in,"[{""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 62.58, ""subtotal"": 187.74}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 9.61, ""subtotal"": 19.22}]",206.96,card,delivered,2025-08-31T20:08:07.407466
ORD-20250831-235145,2025-08-31T20:10:46.407466,REST-AUH-002,CUST-10122,dine_in,"[{""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 51.9, ""subtotal"": 103.8}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 9.39, ""subtotal"": 9.39}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 9.61, ""subtotal"": 9.61}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 18.27, ""subtotal"": 18.27}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 35.24, ""subtotal"": 35.24}]",176.31,cash,completed,2025-08-31T20:10:46.407466
ORD-20250831-838243,2025-08-31T21:02:56.407466,REST-DXB-002,CUST-10057,takeaway,"[{""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 21.9, ""subtotal"": 65.7}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 12.49, ""subtotal"": 12.49}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 47.02, ""subtotal"": 141.06}]",219.25,cash,delivered,2025-08-31T21:02:56.407466
ORD-20250831-446011,2025-08-31T21:07:05.407466,REST-DXB-002,CUST-10000,dine_in,"[{""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 12.57, ""subtotal"": 37.71}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 17.3, ""subtotal"": 34.6}, {""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 7.7, ""subtotal"": 23.1}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 38.72, ""subtotal"": 77.44}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 9.25, ""subtotal"": 18.5}]",191.35,wallet,completed,2025-08-31T21:07:05.407466
ORD-20250831-228938,2025-08-31T21:09:15.407466,REST-DXB-001,CUST-10011,delivery,"[{""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 46.02, ""subtotal"": 46.02}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 18.13, ""subtotal"": 36.26}, {""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 22.96, ""subtotal"": 22.96}]",105.24,card,delivered,2025-08-31T21:09:15.407466
ORD-20250831-682678,2025-08-31T21:17:18.407466,REST-AUH-001,CUST-10050,delivery,"[{""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 21.05, ""subtotal"": 63.15}]",63.15,card,completed,2025-08-31T21:17:18.407466
